target,kepid,kepler_name,ra,dec,teff,srad,smass,dist_pc
KIC 3848972,3848972,,291.07126,38.999039,5496.0,0.776,0.869,
KIC 3860441,3860441,,294.07071,38.981331,5497.0,0.809,0.907,
KIC 3765771,3765771,,295.94055,38.876389,6028.0,2.147,1.148,
KIC 3557341,3557341,,294.61893,38.611889,5628.0,0.808,0.903,
KIC 3859628,3859628,Kepler-1740,293.87363,38.922482,5705.0,0.905,0.943,1061.77
KIC 3644071,3644071,,291.03217,38.703911,5609.0,1.048,0.889,
KIC 1431122,1431122,,291.14249,37.061321,5300.0,0.986,0.861,
KIC 3858949,3858949,,293.71075,38.983608,5372.0,0.796,0.892,
KIC 3858824,3858824,,293.67657,38.991379,5198.0,0.742,0.813,
KIC 2157247,2157247,,290.77863,37.564079,6052.0,0.956,0.923,
KIC 7601633,7601633,,289.87347,43.203838,5996.0,2.221,1.43,
KIC 8242681,8242681,,295.03925,44.191059,6210.0,1.033,1.093,
KIC 8260218,8260218,,299.78632,44.16954,5695.0,0.842,0.869,
KIC 8246781,8246781,,296.30942,44.165741,6025.0,1.367,1.18,
KIC 8264070,8264070,,300.867,44.14529,5970.0,2.994,1.359,
KIC 8222813,8222813,Kepler-760,287.5932,44.17942,5074.0,0.863,0.809,792.336
KIC 6362874,6362874,Kepler-775,291.43329,41.703442,5487.0,0.832,0.924,398.676
KIC 6272413,6272413,Kepler-776,287.27264,41.635559,5093.0,0.847,0.794,727.904
KIC 8279765,8279765,,282.60336,44.28698,5747.0,0.891,0.948,
KIC 8330548,8330548,,301.01672,44.233841,6289.0,1.118,1.164,
KIC 3348082,3348082,Kepler-274,292.92276,38.47728,5570.0,1.548,1.019,1333.62
KIC 3853673,3853673,,292.35287,38.942471,5958.0,0.83,0.917,
KIC 3447722,3447722,Kepler-275,292.47971,38.514919,6157.0,1.33,1.08,2034.25
KIC 1432214,1432214,,291.38269,37.07299,6018.0,1.212,1.142,
KIC 2165002,2165002,Kepler-263,292.46976,37.567791,4987.0,0.716,0.749,754.747
KIC 2441728,2441728,,291.07446,37.744389,6021.0,0.873,0.958,
KIC 1871056,1871056,Kepler-264,292.04462,37.37624,6207.0,2.097,1.472,942.173
KIC 12105051,12105051,,288.0383,50.651611,5340.0,0.899,0.963,
KIC 8240904,8240904,Kepler-266,294.48438,44.166908,5529.0,1.294,0.947,1370.79
KIC 8374494,8374494,,294.99734,44.321388,5542.0,0.872,0.919,
KIC 8414907,8414907,,284.51962,44.453941,5055.0,0.772,0.8,
KIC 8397446,8397446,,301.40067,44.318039,6243.0,1.385,1.049,
KIC 8386035,8386035,,298.21188,44.324638,,,,
KIC 3438507,3438507,Kepler-788,290.0004,38.53989,6309.0,1.044,1.096,1775.8
KIC 3869014,3869014,Kepler-789,295.97516,38.94664,5684.0,3.046,1.536,1480.16
KIC 3756801,3756801,,293.95459,38.899971,5796.0,1.444,1.004,
KIC 1865042,1865042,Kepler-746,290.68225,37.35511,5405.0,1.022,0.902,
KIC 2438502,2438502,,290.32791,37.726742,5463.0,2.445,1.343,
KIC 2309585,2309585,,292.89935,37.656059,5751.0,0.94,1.038,
KIC 5780460,5780460,Kepler-747,288.4165,41.0298,5123.0,0.779,0.737,3347.16
KIC 8244190,8244190,,295.51108,44.109261,5639.0,0.859,0.959,
KIC 8229696,8229696,Kepler-761,290.5036,44.143581,5676.0,0.82,0.865,830.707
KIC 8262210,8262210,,300.32898,44.151119,5580.0,1.205,0.886,
KIC 10272640,10272640,Kepler-762,291.27563,47.329491,6322.0,1.075,1.124,1898.26
KIC 10232123,10232123,,299.70078,47.291752,6324.0,2.312,1.23,
KIC 10223616,10223616,,297.39066,47.255711,4457.0,0.481,0.494,
KIC 8415745,8415745,,284.99738,44.410198,5908.0,0.92,0.993,
KIC 8378634,8378634,,296.29196,44.33226,6506.0,1.217,1.171,
KIC 8397675,8397675,,301.47577,44.319759,5679.0,3.142,1.325,
KIC 8346392,8346392,Kepler-777,282.72406,44.34647,3968.0,0.548,0.567,443.106
KIC 8288947,8288947,Kepler-778,287.47742,44.237511,5311.0,0.788,0.884,938.168
KIC 8312852,8312852,,296.30762,44.21146,5815.0,0.877,0.973,
KIC 9480189,9480189,Kepler-257,297.31598,46.023258,5188.0,0.973,0.868,780.256
KIC 11974540,11974540,Kepler-470,297.00943,50.372318,5313.0,9.327,2.736,
KIC 9512687,9512687,Kepler-735,284.68887,46.172249,5177.0,0.798,0.91,695.059
KIC 8644288,8644288,Kepler-18,298.07944,44.746319,5356.0,1.055,0.882,433.047
KIC 5738346,5738346,,299.65094,40.973282,3900.0,0.534,0.555,
KIC 1725016,1725016,Kepler-748,292.26291,37.236992,5922.0,0.961,1.002,1705.99
KIC 1722276,1722276,,291.69672,37.238041,5367.0,2.057,0.935,
KIC 892772,892772,,291.15338,36.678841,5037.0,0.751,0.727,
KIC 1027438,1027438,,291.35403,36.784519,,,,
KIC 10268907,10268907,,289.71466,47.34222,5409.0,0.746,0.835,
KIC 5446285,5446285,Kepler-88,291.14807,40.669399,5575.0,0.932,1.051,
KIC 10166274,10166274,Kepler-267,299.83041,47.157459,3789.0,0.46,0.467,264.993
KIC 10153827,10153827,,296.33435,47.14558,5665.0,0.843,0.928,
KIC 8302450,8302450,,292.85965,44.200642,5970.0,0.796,0.847,
KIC 8313667,8313667,,296.54861,44.264671,5944.0,1.082,1.024,
KIC 8351704,8351704,Kepler-779,285.62854,44.31089,3569.0,0.389,0.4,283.155
KIC 8299955,8299955,,291.89075,44.223728,6180.0,1.223,0.997,
KIC 9513865,9513865,Kepler-736,285.39133,46.180939,5052.0,0.855,0.805,1005.43
KIC 9595686,9595686,,294.79974,46.207569,5330.0,0.847,0.819,
KIC 9605514,9605514,Kepler-1666,297.9516,46.264721,6297.0,1.031,1.084,1379.37
KIC 9661877,9661877,,296.65915,46.382172,6014.0,0.958,1.043,
KIC 5728283,5728283,,297.62027,40.943089,6038.0,0.898,0.982,
KIC 8127639,8127639,,300.45575,43.934349,5741.0,0.893,0.901,
KIC 6047498,6047498,,293.38556,41.349819,5572.0,0.762,0.853,
KIC 8125580,8125580,Kepler-749,299.89722,43.903912,4719.0,0.502,0.52,721.027
KIC 8158127,8158127,Kepler-750,289.09689,44.004379,5897.0,1.86,1.204,1296.02
KIC 10158990,10158990,,297.78802,47.10107,5222.0,0.763,0.717,
KIC 10149023,10149023,,294.76855,47.13279,6161.0,1.053,1.15,
KIC 10141900,10141900,Kepler-763,292.14447,47.157349,4999.0,0.843,0.8,962.459
KIC 8410727,8410727,Kepler-270,282.2001,44.422298,6071.0,1.41,1.156,948.781
KIC 8349405,8349405,,284.38562,44.391289,,,,
KIC 8278371,8278371,Kepler-780,281.76639,44.292549,5718.0,1.037,0.974,557.652
KIC 8280511,8280511,Kepler-271,283.00296,44.284229,5528.0,0.853,0.838,404.542
KIC 9710326,9710326,Kepler-737,291.86285,46.42926,3755.0,0.461,0.47,205.118
KIC 9761882,9761882,Kepler-738,287.56967,46.56786,5474.0,0.749,0.831,1113.65
KIC 5297298,5297298,,297.36032,40.42981,6129.0,1.786,1.14,
KIC 9766437,9766437,Kepler-739,290.06799,46.57914,5997.0,0.904,0.991,1370.65
KIC 9772531,9772531,,292.65704,46.537338,3748.0,0.449,0.461,
KIC 9775938,9775938,Kepler-258,294.06848,46.57933,4954.0,0.885,0.827,575.988
KIC 8176653,8176653,,295.4722,44.077381,5238.0,0.764,0.854,
KIC 8174625,8174625,Kepler-751,294.84384,44.077679,5568.0,0.966,0.882,760.43
KIC 8183911,8183911,,297.49332,44.051868,5300.0,2.124,0.804,
KIC 8179973,8179973,,296.48187,44.009151,,,,
KIC 10157458,10157458,Kepler-764,297.39319,47.164631,5795.0,0.848,0.938,1047.84
KIC 4649305,4649305,,290.10333,39.781631,6968.0,1.333,1.333,
KIC 10148521,10148521,,294.59613,47.197449,5668.0,0.849,0.938,
KIC 10118816,10118816,Kepler-1735,281.05011,47.188148,3975.0,0.509,0.535,245.303
KIC 10122255,10122255,Kepler-765,283.1846,47.15567,6036.0,1.017,0.939,1076.28
KIC 3124412,3124412,,293.24384,38.27327,6307.0,1.133,1.152,
KIC 3835670,3835670,Kepler-473,286.6301,38.945599,5774.0,1.412,1.048,905.937
KIC 10287248,10287248,,296.69562,47.327309,3801.0,0.488,0.517,
KIC 10351767,10351767,,296.32028,47.40657,6340.0,1.058,1.106,
KIC 10295951,10295951,,299.10281,47.377781,7226.0,2.079,1.461,
KIC 10342041,10342041,,292.83301,47.495529,5252.0,0.716,0.737,
KIC 10514770,10514770,,281.5238,47.755341,5337.0,0.825,0.76,
KIC 9787239,9787239,Kepler-32,297.84241,46.574268,3731.0,0.498,0.509,323.847
KIC 2309719,2309719,,292.93085,37.60664,6161.0,1.255,1.095,
KIC 2558363,2558363,,287.13388,37.83926,5414.0,0.714,0.792,
KIC 2716853,2716853,Kepler-752,292.26813,37.955639,5687.0,0.86,0.93,1232.29
KIC 2445154,2445154,,291.85382,37.74192,4502.0,0.621,0.662,
KIC 2715135,2715135,Kepler-753,291.90326,37.90229,4252.0,0.632,0.637,274.767
KIC 3113266,3113266,,290.63943,38.28463,5286.0,0.706,0.731,
KIC 3247268,3247268,Kepler-418,294.4335,38.35545,5822.0,1.081,0.957,1002.53
KIC 3232859,3232859,,290.862,38.35358,6089.0,1.795,1.299,
KIC 3098184,3098184,,286.00031,38.284599,6384.0,1.086,1.129,
KIC 2720309,2720309,,293.02512,37.992641,5973.0,1.016,1.099,
KIC 10342065,10342065,,292.84213,47.483829,5438.0,4.319,1.807,
KIC 10352945,10352945,,296.69971,47.406731,6341.0,1.033,1.083,
KIC 10354039,10354039,Kepler-1737,297.01483,47.486431,5043.0,0.881,0.834,
KIC 10330115,10330115,Kepler-781,287.65363,47.41481,5333.0,0.728,0.813,1064.47
KIC 10426656,10426656,Kepler-272,299.12753,47.59383,5334.0,1.004,0.865,889.608
KIC 9820483,9820483,Kepler-740,286.48227,46.692451,5739.0,0.922,1.021,1442.02
KIC 9941662,9941662,Kepler-13,286.97119,46.868359,9107.0,3.031,2.466,
KIC 7778437,7778437,Kepler-471,299.09753,43.497589,6490.0,1.307,1.304,1249.41
KIC 9823457,9823457,Kepler-259,288.21194,46.615002,5926.0,0.887,0.978,1002.14
KIC 2574201,2574201,,291.10846,37.857792,3687.0,0.44,0.459,
KIC 2166206,2166206,,292.73627,37.560341,5949.0,1.707,1.122,
KIC 2164169,2164169,Kepler-1732,292.29099,37.580799,5821.0,1.494,1.043,1289.41
KIC 2574338,2574338,Kepler-1733,291.13849,37.859299,6320.0,1.252,1.273,2080.51
KIC 2584163,2584163,Kepler-754,293.25412,37.846191,5959.0,0.966,0.983,1770.27
KIC 4180280,4180280,Kepler-472,296.52429,39.24976,4957.0,0.776,0.867,306.602
KIC 3239636,3239636,,292.58304,38.374378,6151.0,1.954,1.158,
KIC 2721030,2721030,Kepler-766,293.18454,37.969841,5957.0,0.937,1.026,2297.62
KIC 3329204,3329204,,287.61688,38.402321,5681.0,0.859,0.957,
KIC 3230491,3230491,,290.18304,38.321941,5606.0,0.76,0.832,
KIC 3340070,3340070,,290.89407,38.435032,5903.0,0.864,0.955,
KIC 10528068,10528068,Kepler-782,288.86823,47.75943,5751.0,1.034,0.852,446.844
KIC 10468940,10468940,Kepler-273,291.30222,47.697762,5359.0,1.002,0.867,713.964
KIC 9825625,9825625,Kepler-741,289.4317,46.617531,6321.0,1.058,1.108,1661.87
KIC 9875711,9875711,Kepler-742,283.86603,46.789589,4743.0,0.81,0.786,489.253
KIC 7661409,7661409,,282.35324,43.335129,6108.0,0.974,0.959,
KIC 1026957,1026957,Kepler-1731,291.25449,36.74361,4859.0,0.72,0.781,169.948
KIC 10002261,10002261,,287.55972,46.957085,2661.0,0.116,0.094,
KIC 8176650,8176650,,295.47067,44.010738,5383.0,0.789,0.885,
KIC 2162635,2162635,,291.97754,37.532551,5009.0,2.283,1.083,
KIC 5899544,5899544,,297.82956,41.141949,5415.0,0.742,0.806,
KIC 5963222,5963222,,292.76434,41.27528,6631.0,1.638,1.366,
KIC 5982353,5982353,,297.52545,41.261841,6208.0,1.831,1.112,
KIC 6205468,6205468,,291.98337,41.555111,5873.0,0.863,0.954,
KIC 8506766,8506766,,295.94092,44.57835,7066.0,1.761,1.406,
KIC 3240706,3240706,,292.85608,38.37257,5982.0,0.96,1.047,
KIC 2853093,2853093,Kepler-767,291.57916,38.035831,5778.0,1.213,1.033,2251.03
KIC 3228824,3228824,,289.76483,38.35236,4768.0,0.711,0.714,
KIC 3245969,3245969,Kepler-768,294.11566,38.393478,4983.0,0.728,0.836,784.56
KIC 10341831,10341831,,292.73892,47.49073,3682.0,0.48,0.512,
KIC 10337517,10337517,Kepler-783,291.06293,47.484798,5357.0,0.863,0.854,516.09
KIC 10351231,10351231,Kepler-1738,296.13141,47.43882,6063.0,1.001,1.079,1302.87
KIC 10485179,10485179,,297.13327,47.628769,5346.0,0.725,0.81,
KIC 8561063,8561063,Kepler-42,292.21906,44.61916,3292.0,0.148,0.132,40.0595
KIC 8892910,8892910,,294.41245,45.130852,6211.0,1.284,1.114,
KIC 10657664,10657664,,288.49948,47.996471,10816.0,2.493,2.76,
KIC 3337351,3337351,,290.11569,38.40419,5730.0,1.035,1.018,
KIC 6153201,6153201,,299.26038,41.420231,6184.0,1.038,1.1,
KIC 5802486,5802486,,295.16049,41.0793,5962.0,0.959,1.011,
KIC 5817553,5817553,,298.47424,41.07589,6306.0,1.076,1.126,
KIC 5982368,5982368,,297.52863,41.259911,5766.0,1.077,0.952,
KIC 5816811,5816811,,298.33893,41.073479,6038.0,0.922,1.0,
KIC 5816165,5816165,,298.20035,41.011688,5122.0,0.655,0.713,
KIC 7102227,7102227,Kepler-290,286.41,42.681549,5142.0,0.755,0.84,694.627
KIC 6960913,6960913,Kepler-61,295.3045,42.475288,4016.0,0.599,0.595,335.079
KIC 6837146,6837146,,281.60541,42.390419,5310.0,0.704,0.733,
KIC 11122894,11122894,Kepler-297,283.20917,48.777641,5618.0,0.897,0.846,692.14
KIC 11129738,11129738,Kepler-844,287.85773,48.774109,3883.0,0.517,0.516,431.776
KIC 11401182,11401182,Kepler-845,290.95755,49.203812,4815.0,0.699,0.799,431.051
KIC 11030711,11030711,Kepler-1750,292.3515,48.511082,5644.0,0.969,0.981,1497.33
KIC 11512246,11512246,Kepler-23,294.21893,49.479221,5761.0,1.518,1.036,835.756
KIC 6607286,6607286,,292.17859,42.005909,5640.0,1.233,0.979,
KIC 6690082,6690082,Kepler-280,291.3905,42.180592,5534.0,1.08,0.926,780.361
KIC 6448890,6448890,Kepler-56,293.75836,41.871868,4838.0,4.361,1.381,912.994
KIC 10730034,10730034,Kepler-285,291.3909,48.065609,5114.0,0.878,0.817,824.31
KIC 10858691,10858691,Kepler-286,290.67615,48.294289,5576.0,0.829,0.8,1226.85
KIC 8107380,8107380,Kepler-476,295.16382,43.963039,5788.0,1.124,0.969,813.535
KIC 6936909,6936909,Kepler-291,287.91635,42.437302,5993.0,0.986,1.093,1786.48
KIC 6962977,6962977,Kepler-292,295.76614,42.424278,5296.0,0.808,0.821,1056.48
KIC 11176127,11176127,Kepler-298,283.03979,48.825359,4463.0,0.611,0.662,518.204
KIC 11075279,11075279,,287.02228,48.681938,5597.0,0.931,1.032,
KIC 11014932,11014932,Kepler-299,283.20697,48.580502,5616.0,0.999,0.903,1052.24
KIC 6607447,6607447,,292.22839,42.03537,6102.0,1.016,1.049,
KIC 6677256,6677256,,287.14944,42.105209,6358.0,1.181,1.125,
KIC 8030148,8030148,Kepler-474,292.3215,43.881168,5746.0,1.173,0.927,841.496
KIC 6692833,6692833,,292.23724,42.154289,6092.0,0.998,1.074,
KIC 6693640,6693640,Kepler-798,292.47821,42.142288,6387.0,1.105,1.145,972.274
KIC 10973814,10973814,Kepler-287,290.92746,48.44355,5514.0,1.071,0.926,835.86
KIC 6541920,6541920,Kepler-11,297.11511,41.909142,5657.0,1.046,0.921,646.346
KIC 10586208,10586208,Kepler-811,285.42429,47.83461,5655.0,1.354,0.947,985.041
KIC 7174351,7174351,,281.43735,42.725269,5650.0,0.876,0.993,
KIC 6932987,6932987,Kepler-293,286.35806,42.406509,5798.0,0.941,1.038,974.633
KIC 11288505,11288505,Kepler-846,287.05701,49.046021,5775.0,0.84,0.934,1127.12
KIC 11493431,11493431,Kepler-847,283.50479,49.451019,4798.0,0.782,0.761,513.103
KIC 6441738,6441738,,291.42755,41.878159,5248.0,2.892,1.017,
KIC 8801343,8801343,,283.46991,45.05246,6520.0,2.26,1.3,
KIC 8488878,8488878,,289.40573,44.516941,5845.0,0.874,0.968,
KIC 8560285,8560285,,291.90237,44.683731,6004.0,0.898,0.978,
KIC 8620565,8620565,,290.26767,44.712849,6113.0,0.995,1.044,
KIC 8616873,8616873,,288.70087,44.70768,5693.0,0.816,0.911,
KIC 10854768,10854768,Kepler-812,288.85529,48.208542,6306.0,1.792,1.399,1482.74
KIC 10964440,10964440,Kepler-813,285.66269,48.435371,5372.0,1.71,1.084,
KIC 10713616,10713616,Kepler-1667,283.53296,48.094261,6056.0,2.562,1.468,626.819
KIC 10963242,10963242,Kepler-814,284.91049,48.431641,6110.0,1.296,1.185,2055.77
KIC 10785538,10785538,,286.66568,48.144581,5991.0,0.954,0.956,
KIC 8191672,8191672,Kepler-5,299.40701,44.035053,6290.0,1.746,1.319,899.777
KIC 6851425,6851425,Kepler-477,288.0676,42.35537,5078.0,0.766,0.816,
KIC 6934291,6934291,Kepler-828,286.88727,42.47126,5073.0,0.853,0.806,575.322
KIC 7357531,7357531,,290.20236,42.955891,5714.0,1.086,0.94,
KIC 6185711,6185711,,284.45691,41.56131,5758.0,0.762,0.848,
KIC 11037335,11037335,Kepler-300,295.2887,48.59972,5968.0,0.881,0.97,1098.45
KIC 11389771,11389771,Kepler-301,283.98297,49.23299,5814.0,0.881,0.944,719.166
KIC 8737796,8737796,,284.28253,44.987228,5487.0,10.396,2.581,
KIC 8462258,8462258,,301.35507,44.492271,5203.0,0.802,0.75,
KIC 10925104,10925104,Kepler-114,294.12143,48.349522,3980.0,0.54,0.56,259.533
KIC 8454250,8454250,,299.07388,44.431679,5780.0,1.0,1.0,
KIC 8494263,8494263,,291.44522,44.52869,5750.0,0.882,0.98,
KIC 8848271,8848271,,301.04239,45.022888,5874.0,1.096,0.954,
KIC 10585852,10585852,Kepler-815,285.2211,47.881378,4986.0,3.464,1.268,1259.28
KIC 10928043,10928043,,295.29385,48.374802,6065.0,1.31,1.115,
KIC 10794087,10794087,Kepler-1743,290.55237,48.126263,5855.0,1.613,1.266,538.807
KIC 4275739,4275739,,294.77393,39.333839,5650.0,0.891,0.944,
KIC 7287415,7287415,Kepler-1745,293.46902,42.822411,5611.0,1.4,0.995,996.105
KIC 6924203,6924203,Kepler-829,282.33279,42.463821,5679.0,0.794,0.886,1073.76
KIC 6878167,6878167,,295.87634,42.364819,5747.0,0.871,0.939,
KIC 6880531,6880531,,296.3999,42.3871,,,,
KIC 6863839,6863839,,292.05478,42.33025,6063.0,0.899,0.893,
KIC 7296086,7296086,,295.78595,42.84428,5687.0,1.169,0.979,
KIC 11599038,11599038,Kepler-1751,284.84662,49.692402,6052.0,0.967,0.974,1291.47
KIC 11193263,11193263,Kepler-848,293.28827,48.811619,5685.0,1.35,1.039,1378.47
KIC 11027624,11027624,Kepler-849,290.85178,48.521339,5910.0,1.727,1.164,822.134
KIC 11032227,11032227,Kepler-850,293.08447,48.57539,6185.0,0.991,1.06,1661.28
KIC 8751933,8751933,Kepler-420,291.22519,44.92738,5522.0,1.12,0.963,
KIC 8630788,8630788,Kepler-281,294.10818,44.770699,5717.0,0.884,0.984,1745.45
KIC 8823426,8823426,,293.61743,45.016701,3755.0,0.473,0.485,
KIC 4070376,4070376,,294.88181,39.161072,6121.0,0.97,1.001,
KIC 4078157,4078157,,296.47937,39.127571,5776.0,0.789,0.879,
KIC 4164994,4164994,Kepler-816,293.36285,39.212448,5127.0,0.782,0.872,983.697
KIC 4480676,4480676,,295.73193,39.587521,5486.0,0.83,0.741,
KIC 4079535,4079535,,296.73502,39.187801,6181.0,1.006,1.074,
KIC 6766634,6766634,Kepler-1746,288.32043,42.261414,6018.0,1.286,1.09,979.541
KIC 6774826,6774826,,291.01358,42.283134,7131.0,2.145,1.373,
KIC 5652237,5652237,,299.54376,40.86026,6093.0,1.985,1.168,
KIC 7211469,7211469,Kepler-830,295.05429,42.75684,6096.0,1.176,1.155,
KIC 7375795,7375795,,295.51068,42.930565,5687.0,0.943,0.83,
KIC 7255336,7255336,,280.94385,42.839184,6218.0,1.349,1.045,
KIC 7831264,7831264,Kepler-116,294.74207,43.536831,6122.0,1.439,1.123,955.168
KIC 7802136,7802136,,282.79764,43.578129,5952.0,0.897,0.851,
KIC 7532973,7532973,Kepler-854,293.35129,43.13464,6296.0,1.305,1.076,
KIC 9632895,9632895,,283.2413,46.378471,5620.0,0.772,0.863,
KIC 7449844,7449844,,293.28156,43.055809,5560.0,15.113,3.468,
KIC 8766222,8766222,,296.39639,44.963036,4631.0,14.296,1.812,
KIC 8678594,8678594,Kepler-799,287.1749,44.878571,5588.0,1.593,1.031,
KIC 8703884,8703884,,296.93393,44.853642,5107.0,0.777,0.807,
KIC 8560840,8560840,,292.13437,44.65617,4931.0,0.774,0.865,
KIC 4076098,4076098,Kepler-817,296.08185,39.161621,5926.0,0.913,1.004,1484.46
KIC 4551328,4551328,,288.65359,39.66431,5359.0,0.878,0.847,
KIC 4282872,4282872,Kepler-818,296.23511,39.370338,5813.0,0.833,0.925,925.037
KIC 4639868,4639868,,286.83487,39.760849,5465.0,0.973,0.859,
KIC 10555375,10555375,,298.77338,47.786469,6020.0,2.097,1.162,
KIC 4372768,4372768,,293.61121,39.417519,5346.0,0.826,0.771,
KIC 7211221,7211221,Kepler-831,294.98547,42.727669,5637.0,0.96,0.924,593.54
KIC 7025526,7025526,,289.24817,42.565559,4699.0,0.676,0.756,
KIC 9451127,9451127,,284.82272,46.013721,6161.0,1.053,1.15,
KIC 9446824,9446824,,282.18439,46.006859,6185.0,1.094,1.083,
KIC 11356260,11356260,Kepler-851,294.68027,49.14016,5822.0,0.986,0.951,839.255
KIC 11044770,11044770,,297.97922,48.553871,8014.0,2.43,1.874,
KIC 11600889,11600889,Kepler-407,286.03635,49.61451,5475.0,1.003,0.977,338.368
KIC 11197126,11197126,,295.03461,48.882172,5117.0,3.403,1.598,
KIC 11043167,11043167,Kepler-852,297.3916,48.560692,6121.0,1.164,1.233,1619.03
KIC 8612847,8612847,Kepler-800,286.57483,44.7952,5616.0,0.822,0.907,1019.26
KIC 8552583,8552583,,288.90857,44.64241,5730.0,0.87,0.968,
KIC 8547140,8547140,Kepler-801,286.07523,44.664639,3823.0,0.492,0.513,440.426
KIC 8519253,8519253,,299.2749,44.55349,6123.0,0.85,0.924,
KIC 8813698,8813698,,289.88962,45.005669,5798.0,1.306,1.041,
KIC 8757910,8757910,,293.53415,44.971111,6426.0,2.089,1.466,
KIC 4074736,4074736,,295.80585,39.17799,5611.0,0.737,0.824,
KIC 4072526,4072526,Kepler-819,295.37079,39.177212,5102.0,0.88,0.819,664.306
KIC 4150539,4150539,,289.7261,39.272831,4641.0,0.694,0.682,
KIC 4274548,4274548,,294.50842,39.398682,4805.0,0.688,0.769,
KIC 4455231,4455231,Kepler-288,288.91644,39.594711,5661.0,1.522,1.04,1194.15
KIC 8953257,8953257,,291.92065,45.247028,6250.0,1.041,1.013,
KIC 8971432,8971432,,297.57349,45.233299,5211.0,0.618,0.612,
KIC 9278553,9278553,,290.88354,45.765869,6077.0,0.891,0.974,
KIC 9527915,9527915,Kepler-478,292.48694,46.196209,5211.0,0.799,0.838,
KIC 9143254,9143254,,286.36188,45.555161,5912.0,0.937,0.939,
KIC 8949247,8949247,,290.49307,45.205898,5934.0,0.957,0.991,
KIC 11336883,11336883,Kepler-853,283.9368,49.110329,6221.0,1.458,1.225,568.676
KIC 12506351,12506351,,289.04999,51.418369,6207.0,1.044,1.021,
KIC 7622486,7622486,,296.02509,43.234875,6594.0,1.691,1.174,
KIC 9705459,9705459,,289.80521,46.491711,5892.0,1.198,1.173,
KIC 8564587,8564587,Kepler-57,293.6413,44.65704,5320.0,0.786,0.882,644.14
KIC 8631160,8631160,,294.2655,44.7943,6309.0,1.567,1.294,
KIC 8552498,8552498,,288.86734,44.61573,6449.0,1.193,1.069,
KIC 8806072,8806072,Kepler-802,286.01587,45.007771,5668.0,0.868,0.963,780.585
KIC 4285107,4285107,,296.65308,39.322689,5462.0,0.732,0.812,
KIC 4150624,4150624,,289.7439,39.286301,5421.0,0.852,0.969,
KIC 8972058,8972058,Kepler-115,297.71185,45.261921,5881.0,1.171,1.032,623.609
KIC 9346253,9346253,,293.38663,45.87027,6161.0,0.892,0.955,
KIC 9002237,9002237,,283.18909,45.36417,6060.0,0.953,1.036,
KIC 9288786,9288786,,294.91586,45.783871,4368.0,0.703,0.706,
KIC 8958035,8958035,,293.70905,45.286388,6217.0,0.989,1.056,
KIC 9040849,9040849,,297.60529,45.36068,5944.0,0.802,0.905,
KIC 9202151,9202151,,283.55554,45.614262,3764.0,0.527,0.555,
KIC 7842610,7842610,,297.89658,43.563889,5592.0,0.931,0.883,
KIC 7830637,7830637,,294.54739,43.533691,6036.0,0.847,0.931,
KIC 4760746,4760746,,295.4783,39.867722,5982.0,0.96,1.047,
KIC 7832356,7832356,Kepler-855,295.095,43.537579,5847.0,1.135,0.946,1506.58
KIC 9643874,9643874,Kepler-856,289.60382,46.314949,5569.0,0.887,1.009,1351.17
KIC 8800954,8800954,Kepler-421,283.25681,45.08778,5305.0,0.818,0.753,348.558
KIC 8583696,8583696,Kepler-803,299.22162,44.693871,5900.0,1.167,1.012,639.771
KIC 8804283,8804283,Kepler-1991,285.0361,45.07106,5478.0,1.053,0.914,855.82
KIC 8552565,8552565,,288.90253,44.632992,6134.0,1.851,1.179,
KIC 4155328,4155328,Kepler-820,291.02014,39.22068,6505.0,2.17,1.613,1387.2
KIC 4077526,4077526,Kepler-58,296.35867,39.115189,6100.0,1.083,1.017,969.252
